,PTID1,PTID2,PTID3,PTID4,PTID5,PTID6,Mean,Median,NAs
CDNF,2.6690578758834054,4.722478782439084,4.644129382471057,3.532675550410699,5.628991541386555,2.9182527713257955,4.019264317319433,4.088402466440878,0
CDON,3.843230126461527,4.103408729844958,3.888003787606955,2.678475714039917,2.6472399259598274,2.534826401436368,3.2825307808915922,3.260852920250722,0
CDSN,7.552126548893375,18.71144663339948,4.150472413823273,5.292258017392045,6.9750197443038715,4.231643797703356,7.818827859252567,6.133638880847958,0
CEACAM1,0.8404648014752688,1.1795034188152675,0.8379179015244593,1.2238486453929305,0.6544216877481861,0.5589601390503949,0.8825194323344179,0.8391913514998641,0
CEACAM5,8.533908728696566,11.754810806191552,12.504473582449087,6.210331921868194,10.012617269629047,8.39703433430805,9.568862773857083,9.273262999162807,0
CEACAM8,5.115308923112243,3.567308140419149,3.6560232314842356,4.174273492708263,3.844309815024807,4.732079316063515,4.181550486468702,4.009291653866535,0
CERT1,8.025821533834472,14.824414489748063,76.6138299937958,11.512034711589168,18.05311325399181,14.525138874847308,23.925725476301103,14.674776682297686,0
CES1,5.914741420897119,11.001176367202616,4.07148832724236,6.707373148580325,6.185422620996166,5.656573446010774,6.589462555154894,6.050082020946642,0
CETN2,5.928371361012732,18.875582865862395,55.64850714446139,14.15339404073652,10.702022223885251,16.04772404180188,20.225933612960027,15.1005590412692,0
CFC1,11.434644234643057,29.70541652120481,47.14261784474758,18.18680060836528,6.967380629465892,6.229361682285161,19.944370253451964,14.81072242150417,0
CFHR5,2.544499028698746,3.691870595357144,2.2537936998049135,3.5915848424521544,3.23794776099226,3.573292395018035,3.1488313870538756,3.4056200780051475,0
CGA,14.901761408629854,8.206190801239094,9.65188228930139,10.864276643682903,4.262978627285919,4.352893513754574,8.706663880648955,8.929036545270243,0
CGB3,10.378399516358467,8.35179720118324,12.44451684146751,11.752829576433372,9.580368712121315,4.8665413918566856,9.562408873236764,9.979384114239892,0
CHI3L1,11.856088358066469,3.9690371678354337,4.3863809861816145,8.314677722457306,2.0264635620289653,9.666779012903442,6.703237801578871,6.350529354319461,0
CHIT1,3.06079050066065,3.183837142585413,3.6162481417374943,3.0770296583383927,3.0318266558396774,5.15917406553151,3.5214843607821895,3.1304334004619028,0
CHL1,4.328228398434401,4.6352558480821155,2.380466659070326,2.8516292745784337,4.394429939789914,4.325766915658687,3.819296172602313,4.326997657046544,0
CHRDL2,7.0650573712096465,7.036925623074073,8.452012674602909,6.275939967422547,5.023754473402078,2.531322810170455,6.064168819980285,6.65643279524831,0
CKAP4,3.5049010588471132,3.4704383248681037,2.278766567921368,3.1707387801595828,3.1146474815610605,2.7398330845130974,3.046554216311721,3.1426931308603216,0
CLEC10A,3.374367531273897,3.09317784767179,3.5975397466103445,2.292419118665426,2.62081907804335,4.687918835183442,3.2777070262413748,3.2337726894728434,0
CLEC11A,4.371232165512005,3.411054608888083,3.2324382824131628,2.562629652728088,2.9552013916608515,2.6852705016574845,3.2029711004766126,3.093819837037007,0
CLEC14A,2.3785612342627283,3.196323675435993,1.873172993594153,2.3345385558255987,2.6320192323890605,1.3516183446143553,2.294372339353648,2.3565498950441635,0
CLEC1A,3.2876709829678266,3.87698031137129,4.638462920611584,4.030077407711257,2.950801283345048,3.1277498863432345,3.6519571320583735,3.5823256471695584,0
CLEC1B,4.3325915269613855,6.398868500048859,6.630668811053632,5.194174373503386,6.183113358136922,6.083536472501602,5.803825507034298,6.133324915319262,0
CLEC4A,1.7984364973609568,2.4194434592143175,1.4814430587491507,2.3955328829323257,2.279450229593915,1.5952378295146685,1.9949239928942224,2.038943363477436,0
CLEC4C,3.5532904509511307,2.256717436976512,2.294023528334244,2.65010424916503,1.6685707404067385,2.973348442378365,2.56600914136867,2.472063888749637,0
CLEC4D,9.018410158988937,3.988775526107304,4.646426611263673,4.495564589172126,6.558822395229322,5.148637597855619,5.64277281310283,4.897532104559646,0
CLEC4G,3.979535779943017,2.772390640751149,3.754062216780263,3.003627675527921,2.8963917313374323,2.9752273094805637,3.230205892303391,2.9894274925042423,0
CLEC5A,2.021856597954253,3.4737444808629876,3.3453120914131076,3.236282325503918,2.4516111389775723,1.9425311220372314,2.7452229594581783,2.8439467322407452,0
CLEC6A,8.14020205479071,4.576301216001567,8.500222844447595,6.775355597885851,8.168147277463259,8.16210180288889,7.387055132246312,8.151151928839798,0
CLEC7A,3.224649132250169,3.2473038463004578,3.072116887924627,2.8467646347673554,3.229052507088872,2.823751247845002,3.0739397093627474,3.148383010087398,0
CLIP2,12.524077591078047,15.425737633368676,8.873784782471548,11.158848733384026,10.954424436187614,9.685498143640398,11.437061886688385,11.05663658478582,0
CLMP,7.45902523150787,6.885430446307278,6.6127171711844595,4.593672235833951,4.329447241894742,6.439534103397488,6.053304405020965,6.526125637290974,0
CLSTN1,3.7465531817085167,2.974236254937675,43.58899055233445,3.234832985262151,4.932985902805261,2.751839422440079,10.204906383248023,3.4906930834853336,0
CLSTN2,3.258337370530525,5.332124028942332,3.245341321702004,1.959033170763639,2.924389738065733,2.2829041608550975,3.1670216318098885,3.0848655298838685,0
CLSTN3,4.9555071180473504,5.454483016327056,6.77353194588189,7.851891857787199,4.063299517008195,7.330347776917479,6.071510205328195,6.114007481104473,0
CLUL1,2.765510184264803,2.905359298786687,3.154238673288232,3.146969865706111,2.7559487478642906,2.391617202428937,2.8532739953898436,2.835434741525745,0
CNDP1,2.5478356019297697,4.401503034204421,2.200253289044851,4.050751551173772,1.8095354641503865,6.5699992716829225,3.5966463686976873,3.2992935765517712,0
CNTN1,2.356049650228047,2.9725056578724116,1.7547895874477184,2.2410315033882293,1.8852504646965142,3.474041264555716,2.447278021364773,2.298540576808138,0
CNTN2,1.983005804840939,1.9463335915754014,3.628435360995132,2.045169338685835,2.8694960298033334,3.886600484973692,2.7265067684790556,2.457332684244584,0
CNTN4,3.425557641771373,3.965709731172843,1.906314899883241,2.376762065679545,1.3243159149129595,2.3455966427324855,2.557376149358741,2.3611793542060155,0
CNTN5,2.6457467310339404,2.4589658595073565,2.001411261048891,1.4314298394417504,1.7831568087937497,2.8985487950220605,2.2032098824746247,2.2301885602781235,0
CNTNAP2,4.151000550951157,5.026592869905611,4.95166577863537,5.38598985869419,3.9295147472731577,5.807912969058687,4.875446129086362,4.98912932427049,0
COCH,5.263260160453528,5.715891607975002,4.6624872131885216,4.160489165514416,8.511936526269496,4.115469602979712,5.404922379396779,4.962873686821025,0
COL18A1,6.024509994731322,6.281513258525488,4.221879639671686,5.408284698745767,6.644693417381425,6.87409942799607,5.909163406175293,6.153011626628405,0
COL1A1,5.16333305454552,3.4903394152036973,3.7674639693934218,4.850052704565605,4.836637413228712,7.247487749811916,4.8925523844581456,4.8433450588971585,0
COL4A1,2.0203497947539906,3.115155740977327,2.99559192244767,2.256740704522485,3.763408055166486,2.0357810973196346,2.697837885864599,2.6261663134850775,0
COL9A1,3.621324031485629,4.913572463697926,2.9055362979551584,4.316529134333466,4.051027582047473,6.346205204246833,4.359032452294414,4.1837783581904695,0
COLEC12,4.920872918334236,5.001554565675875,2.8120749157308977,4.369040282023724,3.0098629393803087,2.555253126576505,3.7781097912869246,3.6894516107020165,0
COMP,2.1877972553077476,3.408121479088874,2.1395601260546067,2.129906592542294,2.403368744198252,3.3632528840949174,2.605334513547782,2.295582999753,0
COMT,8.160484435358768,12.194213885762323,8.983506789054827,8.714906781890747,19.113954612195904,15.311925065310977,12.079831928262259,10.588860337408576,0
CPA1,3.5017799658242867,3.3151280371358176,3.5661862742632615,3.457567976704988,5.05787127958415,4.183542532188412,3.8470126776168194,3.533983120043774,0
CPA2,2.4591996889289827,1.5241433580019597,1.3821673518227546,1.9335058611794607,2.6628416746150942,1.5185533755750389,1.9134018850205485,1.7288246095907103,0
CPB1,2.845532974234712,2.8415635362413423,3.5806119572744395,3.6691135271970774,4.222380584362104,2.8917915641004948,3.3418323572350284,3.236201760687467,0
CPE,3.1967096842619993,5.452879199947136,3.33235697564781,1.9430513878983582,3.9346618309061356,1.929510280026352,3.298194893114632,3.2645333299549044,0
CPM,1.1036901403452855,0.8735959812495117,1.6273207941299868,0.6975278037509108,1.4157386796077756,1.8841075911464424,1.2669968317049856,1.2597144099765305,0
CPVL,3.3881601300458057,2.653167461463062,4.611117918608565,3.7250601733986124,4.082825203726184,2.932415402986202,3.5654577150380717,3.556610151722209,0
CPXM1,6.561462935394187,8.918804501466395,3.873811274710397,4.007658559699616,11.73603217711924,5.851937260310167,6.824951118116667,6.206700097852177,0
CR2,1.7579776916754546,2.983394538380446,1.8990108908487264,1.891892599100795,2.2422066104166656,2.6599107027243774,2.239065505524411,2.070608750632696,0
CRADD,7.199145120932348,8.555927377542181,26.542371201361007,7.196603864583639,9.556325179475351,9.053770824087517,11.350690594663673,8.804849100814849,0
CRELD2,5.428130761295529,5.918910041048252,5.208656753914023,3.968104339362407,8.528052085012217,4.428580355691365,5.580072389387299,5.318393757604776,0
CRH,14.450453608137787,5.458049363389508,4.37876977316879,6.221271742011651,4.713431897442121,8.043717293594733,7.210948946290765,5.839660552700579,0
CRHBP,4.724206644276223,5.07344170917596,4.816077095886806,5.802100335295398,2.84325727188448,2.427814110257112,4.281149527795996,4.770141870081515,0
CRIM1,8.211280279747829,5.461258778070654,6.582368151177802,7.170106855550584,3.2810749967150246,5.074503501968005,5.963432093871649,6.021813464624228,0
CRIP2,6.7824431241236045,4.6928864567929285,51.93355110089767,6.354188785009738,5.976203503937049,3.7379162123193157,13.24619819718005,6.165196144473393,0
CRISP2,2.9716648431926345,2.745934093659915,2.2110572754820392,1.9117440063336253,2.595015336989409,1.7051101164035125,2.356754278676856,2.403036306235724,0
CRKL,12.29894691385558,18.306934301244144,32.34872533623314,15.989299690458234,30.50346510792277,26.560028028172184,22.667899896314342,22.433481164708162,0
CRNN,3.077455045391503,4.462133259570446,3.8789056079048936,1.7263922711686228,3.7277984648402556,4.078270618308274,3.4918258778639992,3.8033520363725746,0
CRTAC1,4.252021895860337,4.9423374927996715,4.374364979985102,3.6476754295940004,4.398846586670346,6.73649965874149,4.725291007275158,4.386605783327724,0
CRTAM,3.0700666217487433,2.7182212605330736,2.7805138177860904,3.1799684625975813,2.3256012504149215,3.2482796678382297,2.88710851348644,2.925290219767417,0
CSF1,1.6111879012785613,0.6928838949024828,1.4200487126705073,0.9703055971662112,1.2681198638367086,0.9279530756894762,1.1484165075906578,1.1192127305014599,0
CSF2RA,1.4863976338735385,2.18541589142862,2.4005694516244698,1.717858430056091,2.0542019555447517,1.39569073233463,1.8733556824770168,1.8860301928004213,0
CSF3,10.951314879476863,7.087432276094029,8.39834626603207,7.519010039480653,4.11544720620993,9.266793875732692,7.889724090504373,7.958678152756361,0
CST3,3.1486170104408044,4.541504117234778,3.102925521820135,3.167729230197413,3.7223549282706423,3.8972682223710846,3.596733171722476,3.4450420792340277,0
CST5,4.323424557646748,2.519027821739558,2.3687143113011,2.4183768029876225,1.4549221757455704,3.4189306622011584,2.750566055270293,2.4687023123635905,0
CST6,2.477637438512898,4.058178776537839,3.2941511120994127,3.020972386300986,1.5648126965457005,1.684054734712055,2.683301190784815,2.749304912406942,0
CSTB,2.085570489346184,2.8419465883868433,3.5015257688061023,3.808374248531418,1.8469336662271214,5.403634650434216,3.247997568621981,3.171736178596473,0
CTRC,3.0968893862848335,1.7195974665533675,2.08569488999975,1.233824727647405,2.1311690574165243,1.8050305494835441,2.0120343462309043,1.945362719741647,0
CTSC,4.5516453022940295,3.118888956966923,5.143216821323333,5.5963703589403675,6.755133865704046,4.036102588389103,4.866892982269634,4.847431061808681,0
CTSD,4.226653387781997,4.840622969740346,3.4266390462025065,3.8295528763222477,4.561394936808808,5.875055280161131,4.459986416169506,4.394024162295403,0
CTSF,5.284640796511986,8.59716683989567,7.940635254933816,5.7150494147050415,6.013396829998144,12.67222397175705,7.703852184633618,6.97701604246598,0
CTSH,4.154429517931225,8.636626352898851,3.680241086417365,5.879810446251293,2.8735887341721895,4.261434173197047,4.914355051811328,4.207931845564136,0
CTSL,0.6203243712787644,1.7839718030514031,2.293034296063263,1.5085256403956515,1.2143410312885101,1.8962619813933204,1.552743187245152,1.6462487217235273,0
CTSO,6.0725297177965025,7.614377000876278,6.424504415869557,7.94935921052618,4.323089960129884,4.544223039548969,6.154680557457895,6.248517066833029,0
CTSS,1.3369682889914392,1.3986168056175345,1.7105583780559095,0.7977933019976169,1.1679380607629488,1.4370880720489358,1.3081604845790642,1.3677925473044867,0
CTSV,6.005760225324157,5.091334602626662,4.4038102446761025,4.4151675523042675,2.692080158242465,2.4486351273745584,4.176131318424702,4.409488898490185,0
CTSZ,3.3757982422688997,3.0206346456878745,4.2403542554562,3.2456149678122785,3.6193874949861047,5.443502792569422,3.8242153997967967,3.4975928686275024,0
CX3CL1,2.9105341508265754,2.7024241568127616,1.6835006232529532,2.337491846284598,2.671535615101831,2.7338152656783254,2.506550276326174,2.686979885957296,0
CXADR,3.3881268281764867,4.953771076795667,4.799746150330954,3.1678486522302394,8.071418639309405,4.888445098540142,4.878226074230483,4.844095624435548,0
CXCL1,7.904120151844979,8.91152351323319,3.9734722710166026,5.4174564406737895,7.596844665215789,6.577949069184343,6.730227685194782,7.0873968672000665,0
CXCL10,3.181166386470614,1.3979179384380398,4.050512355949326,2.7520986996118904,1.6478951711023313,2.605266395694094,2.6058094912110494,2.678682547652992,0
CXCL11,3.2370106267754943,2.1753897582042465,3.049187013196278,3.297662125071636,4.186167682570381,3.5632843108446073,3.251450252777107,3.2673363759235654,0
CXCL12,6.39872154585535,4.927340934632663,4.189294973396937,4.355810492677959,4.378031381942849,4.798785935236396,4.841330877290359,4.588408658589623,0
CXCL13,4.0253955742178995,2.6116739546036736,2.105428273726061,2.382239356956509,4.561550145529448,1.9488947513881987,2.9391970094036317,2.4969566557800915,0
CXCL14,13.68763191842325,7.536948732340601,9.846520465716639,9.334087344334304,7.103139661700766,8.96383376153473,9.412026980675048,9.148960552934517,0
CXCL16,1.799693750427002,1.9845161272495604,2.1678390607541447,2.5217610321548825,2.063092385987102,3.3640935908744276,2.3168326579078533,2.1154657233706233,0
CXCL17,3.4949132352339864,3.8214007667467116,4.427318748696386,2.7408584232455167,2.4523166625508717,1.8231419608683213,3.126658299556966,3.1178858292397518,0
CXCL5,7.860792333339604,8.711314004572941,5.225667482939844,4.898860341547829,6.1970711866245765,7.380410843273511,6.712352698716384,6.788741014949044,0
CXCL6,3.120133826767563,3.593210439056689,3.5610826324950544,2.5826722556246975,5.23380688563891,3.166549376188856,3.542909235961962,3.363816004341955,0
CXCL8,6.278379836384639,2.7630555500028375,6.31268221500081,2.4570002271986535,5.120315032609619,4.839779566145127,4.628535404556947,4.9800472993773734,0
CXCL9,5.434506390016409,2.547811750667698,6.1153118506604285,3.947593254703023,2.2961209851427715,2.594675537371242,3.8226699614269286,3.2711343960371324,0
DAB2,15.476404715522653,25.305114865604782,19.769284451574755,15.058753538011263,35.36257136781021,24.062967495197782,22.505849405620243,21.91612597338627,0
DAG1,12.17921582025698,8.59461824047629,8.046833956636656,7.724205459502478,15.493127937781004,2.9587119205978145,9.166118889208537,8.320726098556474,0
DAPP1,18.19427525177899,14.682029882206102,19.508614241051692,10.051033494058736,17.898148805096834,15.0467597347942,15.896810234831092,16.472454269945516,0
DCBLD2,1.9477404998940526,1.2591741726513908,0.9299626397008538,1.4561493149534739,2.1850110335305373,1.1127547250294119,1.4817987309599534,1.3576617438024323,0
DCN,1.3585539522722891,2.422589310327211,2.251010670339869,1.8172016243933498,1.9595949450632129,1.8344373503374132,1.940564642122224,1.8970161477003131,0
DCTN1,11.27532741247263,9.400020402064946,13.20484400425667,10.076946384675647,13.29637536462816,14.14323491876482,11.899458081143813,12.24008570836465,0
DCTPP1,3.993704453031957,3.419931449199568,1.689630136761225,3.8249361275510507,2.595399598256191,2.5488719455682967,3.012078951728048,3.007665523727879,0
DDAH1,4.528811115434652,8.49899044161183,9.925460085840976,6.326252487382196,6.966296224806777,11.045961439328202,7.881961965734106,7.732643333209303,0
DDC,3.1464012371566836,4.0584403148166155,6.393439221032739,2.848252702033259,1.8318253822938257,2.642655610232563,3.486835744594281,2.9973269695949716,0
DDR1,1.3872591625677595,1.6564962284874718,1.6543155708580959,1.1977050668060731,1.9645270711141656,1.9710848659579534,1.6385646609652533,1.6554058996727838,0
DDX58,8.851432702551222,6.52800528534893,6.613819426938376,9.567955654935922,6.145617927111231,8.325063213999227,7.671982368480818,7.4694413204688015,0
DECR1,12.347971868420942,13.25994193087779,13.535044247896538,10.873236022695007,11.557170467965209,10.391513316662165,11.994146309086275,11.952571168193074,0
DEFB4A,13.837278175238769,19.690802099598034,100.33726446678288,15.353841275491483,20.74648926988273,23.618568264827093,32.264040591970165,20.21864568474038,0
DFFA,3.557525192170896,3.7655889728601935,6.815661360564689,3.7321899534724343,6.4520651346272775,5.562930462095779,4.980993512631878,4.664259717477986,0
DKK1,2.417367443575257,3.6063601419445632,2.557214615046964,2.808722923884985,4.837868828432152,2.6257266764099314,3.1422101048823086,2.7172248001474584,0
DKK3,4.194543133729346,5.779456273606918,3.1418936838488825,3.533418761472171,2.39713657024122,2.3835991925242497,3.5716746025704644,3.3376562226605264,0
DKK4,7.706922819145816,3.6466111683352445,6.316376241851936,2.7962142841265893,4.164562745685913,7.130544856408307,5.293538685925634,5.2404694937689245,0
DKKL1,4.167134928198849,4.068337504836407,5.3973937946972255,3.9095542819562223,5.995922750376907,3.9206968318632014,4.5765066819881355,4.117736216517628,0
DLK1,2.2181870593174193,3.5402635657961854,3.1039646132007723,2.197506681211295,2.997891219412189,3.479461923022533,2.922879176993399,3.0509279163064806,0
DLL1,1.2893797993891196,1.1870866449936834,0.8777212747084513,1.3236002718990991,1.3546951529577471,0.45332848701647827,1.0809686051607632,1.2382332221914014,0
DNAJB1,9.220285258716903,9.295488793896052,12.506525096138573,10.023566320370739,7.868049489255745,10.681756355055017,9.932611885572172,9.659527557133394,0
DNER,1.322100947471297,0.9461472669033945,0.7532056378518156,1.0738876545156864,0.9923197521813576,0.9550776341986097,1.0071231488536934,0.9736986931899836,0
DPEP1,2.4344893872049815,2.855072073158435,52.178714300951036,2.7789936490519977,6.3694419189696045,3.0126734691834303,11.604897466419914,2.9338727711709325,0
DPEP2,5.030691437597964,6.30662027208561,65.53678762979101,3.569832323258025,5.665809320353692,4.529439493390219,15.106530079412753,5.348250378975829,0
DPP10,5.209434359517772,3.612594068192644,6.463221543611757,4.635040545457393,5.293715049558266,3.484621879494386,4.783104574305369,4.9222374524875825,0
DPP4,2.6261062765478527,3.8147507543426085,2.934854803539261,2.4735655505424656,3.3938481582064153,3.3762214844148177,3.1032245045989035,3.155538143977039,0
DPP6,3.0834215209311324,2.832993755727587,3.2502547815966083,3.074105158658959,4.5713436900028,5.626367944464906,3.7397478085636657,3.16683815126387,0
DRAXIN,3.2587387317568286,5.18376644264218,3.7694717634281765,1.9602305646913996,3.5176049135834755,4.583542680372173,3.712225849412372,3.643538338505826,0
DRG2,9.387269817735755,16.380277952274053,9.260486130567212,8.123937712073266,8.843323864959572,8.751366465340856,10.124443657158452,9.051904997763392,0
DSC2,4.157484435686627,3.354594548489016,2.8254199051910063,2.802006241516582,2.454050096500262,3.1910414774808125,3.130766117477384,3.0082306913359096,0
DSG3,1.8146204991184471,1.2157432305004416,8.480924359034633,1.6009819525362947,1.9288804681976766,1.3087980004242157,2.7249914183019515,1.707801225827371,0
DSG4,3.7810001075403696,3.5657138312394756,4.2048332166333395,4.34188582078082,4.37610652487292,3.7749906164353466,4.007421686250378,3.992916662086855,0
EDA2R,2.6821458294406373,3.547426226941667,4.079546521754853,1.6963209777195,4.1242496180407295,3.150209642652173,3.2133164694249268,3.3488179347969202,0
EDAR,3.9551553045015164,8.202306051907344,5.173289988103299,6.125051599372204,8.330708305041128,9.743826569692077,6.921722969769595,7.163678825639774,0
EFEMP1,3.333201355924863,5.509223749583219,3.449043264156442,3.9765103590542683,4.7334218021697065,3.5073631452919685,4.084793946030078,3.7419367521731184,0
EFNA4,3.074005494337504,3.3881132664259623,4.437671690520637,1.6182779731242523,3.921917771583399,3.1767813725881986,3.269461261429992,3.2824473195070807,0
EGF,8.913637988157475,11.208661439842475,9.894256154172947,8.515443348042703,9.768100084146276,9.797965480383562,9.68301074912424,9.783032782264918,0
EGFL7,1.9418947701638252,1.692005697003081,3.0008570292607453,2.2801657009464495,3.3245411432516483,3.3061836679800525,2.5909413347676336,2.640511365103597,0
EGFR,3.0165991573863837,3.243084107659183,3.003790690026872,2.999754410392848,3.2821173730395663,6.107930563022855,3.608879383587951,3.1298416325227834,0
EIF4B,5.559731317138193,5.1902561820854745,20.499268622429803,5.1735286560376545,5.809411617787865,5.457605060112351,7.948300242598557,5.508668188625272,0
EIF4EBP1,5.109451276039259,5.709660571533667,4.921408323681903,5.966376152917286,5.875463212948938,3.802715784770312,5.230845886981895,5.409555923786463,0
EIF4G1,10.996370393486366,11.818118460958592,14.662323098456001,8.92404953390431,14.773275387455513,12.45917514811941,12.272218670396699,12.138646804539,0
ENAH,3.2804310621672808,5.323439952298483,4.429993763214708,5.662322073820179,2.7316000717797544,5.984877284617416,4.56877736798297,4.876716857756596,0
ENG,5.5640799845618245,10.664480920623305,4.7213072539101875,6.087431947863148,3.7226428593047873,5.292480439551807,6.00873723430251,5.428280212056816,0
ENO2,8.059348626353595,12.579118822257065,8.058130357878326,6.15044753088995,13.09403966663856,8.122465053218745,9.343925009539374,8.09090683978617,0
ENPP2,2.1012693573680603,3.123420750512614,1.6352609420545527,1.9138410150074248,2.5893502106347164,1.6022696501246312,2.1609019876169997,2.0075551861877425,0
ENPP7,4.393727466572628,2.9992928714721088,4.704461325069597,5.104088543161325,4.1253090562176356,10.401213505179468,5.2880154612787935,4.549094395821113,0
ENTPD2,4.766742198794366,3.7598831403606683,3.494886738796484,5.214934391647762,4.472675329347228,3.721048145248688,4.238361657365866,4.116279234853948,0
ENTPD5,4.955021211480885,5.299759503409479,5.813662122556344,4.750697512140559,2.7437870202503007,4.328763244815408,4.648615102442163,4.852859361810722,0
ENTPD6,1.8574974417288614,2.576220734351915,3.910385887490818,1.6362067111590501,3.0115601178998794,4.318925920054971,2.8851328021142493,2.7938904261258974,0
EPCAM,2.531662875507138,4.975506242920554,5.165602176222456,5.041800841513758,6.964926386034694,6.363807934925195,5.173884409520633,5.103701508868107,0
EPHA2,4.836902736003055,6.038478740019219,4.267050136589252,3.9217247783758533,3.230758600230019,2.605047335990363,4.149993721201294,4.0943874574825525,0
EPHB4,1.821141685818764,2.5798080873926734,2.447371996631667,2.1156604507947927,2.6245064876005113,3.8722734682974322,2.5767936960893065,2.5135900420121704,0
EPHB6,3.235332037741434,3.147382184433912,2.21156554760029,3.2550292809421495,2.4550034551045825,2.9191215983687835,2.8705723506985255,3.0332518914013478,0
EPO,12.684627681131225,9.488432375468193,9.149427875421521,10.993038531589947,12.067750207719559,5.517024751045878,9.983383570396054,10.24073545352907,0
ERBB2,1.270149982116547,1.5678517487326578,1.4603551646058608,1.8566457829094656,2.33603546176622,1.3881712847654626,1.6465349041493689,1.5141034566692593,0
ERBB3,1.0279835008209142,0.8630968224711197,0.9561872453010252,1.1890144077151152,1.0931147056641068,0.8050593942969481,0.9890760127115382,0.9920853730609697,0
ERBB4,1.2287668587389298,1.2250801964670084,1.0257922956684744,1.2352398142753847,1.0275744283499877,0.7224965696799982,1.0774916938632972,1.126327312408498,0
ERBIN,18.230843234455183,17.779756136919293,15.345682293891828,13.9272745877536,16.74238737425147,13.151736410831447,15.862946673017136,16.04403483407165,0
ERP44,1.981533136547091,4.738704891502125,2.0222750901356408,3.9898907114026527,2.7845237808017225,3.107005697041247,3.1039888845717463,2.9457647389214845,0
ESAM,7.12883237692168,6.940271106971428,5.6853937798884475,5.572068642151591,11.021095626494622,3.4079919622847297,6.62594224911875,6.312832443429938,0
ESM1,2.0813630254366027,1.7563245480338554,1.3496881080694023,1.673786112029887,1.6681175139255242,0.9567979265008255,1.5810128723326828,1.6709518129777057,0
EZR,3.5271449609930627,3.0135221821023506,2.574335556708755,3.0098784327388484,2.8707765075363727,2.616644557263858,2.935383699557208,2.9403274701376105,0
F11,1.9197587456287244,2.8541484724721373,1.985084617940621,2.421151405060215,2.308565170026028,2.8915088546246586,2.3967028776253976,2.3648582875431217,0
F11R,9.138609854212342,9.22081656812659,9.384884074057277,9.856347991027365,11.806346033322614,9.151734332775648,9.759789808920306,9.302850321091935,0
F2R,1.4102575689151036,2.5197354735359165,2.515235821601418,2.78640499243188,1.8138917762827398,2.4568395437151516,2.2503941960803684,2.486037682658285,0
F7,2.221975583301588,4.655604852768034,2.1996803467105237,5.033376309397092,3.6403625865118285,3.550739645607786,3.550289887382809,3.5955511160598075,0
FABP2,6.179329054875619,7.4371736656178475,10.621745231636911,6.065147369456564,8.741114544826903,9.145447837465905,8.031659617313291,8.089144105222376,0
FABP4,5.2754664093561,5.446706464450063,3.598503861672224,5.105146641003616,3.4429409722254904,3.5723426840116486,4.406851172119857,4.35182525133792,0
FABP9,5.306785719499609,3.1567438311400693,5.897041938269357,3.7097835178593983,5.519155051937272,3.9825890826761112,4.595349856896969,4.64468740108786,0
FADD,9.188729504827577,13.059135930655787,14.860771284125619,11.32396068151156,12.755281960552795,14.108722321028242,12.549433613783597,12.90720894560429,0
FAM3B,6.048930804329734,1.8910362685646742,4.061726268696822,1.471474633434205,3.58961433179126,5.302156791907959,3.7274898497874425,3.825670300244041,0
FAM3C,3.1666442995203568,4.576287619846439,5.008389864538991,3.7608837363921594,3.593168508298278,4.635407541850194,4.123463595074403,4.1685856781193,0
FAS,1.7613695872744943,2.7509669228203637,3.2932774854600932,2.6015840669093535,3.198982343408526,3.603965244644863,2.8683576084196156,2.974974633114445,0
FASLG,1.0915849699468112,0.8394152981311238,0.8151910485019337,1.3954828934562293,1.204611259540469,0.6227862253712768,0.9948452824913073,0.9655001340389675,0
FBP1,5.578000118284221,9.545881079184408,7.406439352478659,7.180963245409061,10.044159404499322,9.190946430061642,8.15773160498622,8.29869289127015,0
FCAR,3.8816216259295935,4.354217157901497,77.35133308788778,2.9708552221737916,6.776558725172289,5.974053210873225,16.884773171656363,5.164135184387361,0
FCER2,2.650111623891124,4.3411466830720205,2.406422289547174,2.3963661184793823,2.1243377278661364,1.8760700449756733,2.632409081305252,2.401394204013278,0
FCGR2A,3.892017684172394,6.579560212786828,2.947541900807925,6.362923903512986,4.623280855725518,5.364098669993917,4.9615705378332615,4.993689762859717,0
FCGR2B,3.6485007953403006,4.474205856721512,2.67668859973276,6.011902431665943,3.408977307213113,5.2022267251005925,4.237083619295704,4.061353326030906,0
FCGR3B,3.0026375286225933,3.5928668129521233,3.2382735471791095,2.381929695332012,3.063429884278502,4.076275221888297,3.225902115042106,3.150851715728806,0
FCN2,3.3711657572525406,3.316736040110653,3.035076073179144,2.292925669679318,2.204038512020362,3.4217334956837067,2.940279257987621,3.175906056644899,0
FCRL1,1.6690055202208403,2.4904708784485665,3.2805908593237953,2.9102133977535227,1.9904346897971585,2.264989742512911,2.434284181342799,2.3777303104807386,0
FCRL2,1.7589009842060142,2.312524785634093,2.9113420512482566,1.9108131226126488,2.047978049445841,2.501605055307701,2.2405273414090923,2.180251417539967,0
FCRL3,3.500409330398625,3.430470752080327,3.885688029618551,2.781915795540908,5.152072449475833,2.4957351996479433,3.5410485927936977,3.465440041239476,0
FCRL5,5.751498903663661,3.4566627910620142,3.7810591114111634,3.454003079985649,3.3655230053535763,3.333350067366591,3.857016159807109,3.4553329355238316,0
FCRL6,4.670781364858774,2.3994367630537052,3.0219171015804323,3.5290130758720544,3.6225310717419186,2.591966427974432,3.305940967513553,3.2754650887262433,0
